Model,Forecast_Multiplier,Total_Cost,CashOut_Days,Refill_Count,Total_Refilled,Delta_Cost_%,Delta_RefillCount,Delta_TotalRefilled,RefillDays_Jaccard_vs_Base
XGBoost,0.995,1274883.7696500001,0,402,127488376.965,-0.5097549005129931,0,-653208.0089999884,1.0
XGBoost,0.996,1276190.18558,0,402,127619018.558,-0.40780392727780557,0,-522566.4159999937,1.0
XGBoost,0.997,1277496.60126,0,402,127749660.126,-0.3058529735522897,0,-391924.84799999,1.0
XGBoost,0.998,1278803.01609,0,402,127880301.60899998,-0.20390208615962413,0,-261283.36500000954,1.0
XGBoost,0.999,1280109.43312,0,402,128010943.312,-0.10195102708189241,0,-130641.66199998558,1.0
XGBoost,1.0,1281415.84974,0,402,128141584.97399999,0.0,0,0.0,1.0
XGBoost,1.001,1282722.26412,0,402,128272226.412,0.10195085227524547,0,130641.43800000846,1.0
XGBoost,1.002,1284028.6812800001,0,402,128402868.128,0.20390192149803976,0,261283.15400001407,1.0
XGBoost,1.003,1285335.09613,0,402,128533509.613,0.30585281045143464,0,391924.63900001347,1.0
XGBoost,1.004,1286641.51186,0,402,128664151.18600002,0.40780376807889596,0,522566.2120000273,1.0
XGBoost,1.005,1287947.9287200002,0,402,128794792.872,0.5097548138900843,0,653207.8980000019,1.0
XGBoost,1.006,1289254.344183,0,401,128925434.4183,0.6117057506812129,-1,783849.4443000108,0.972972972972973
XGBoost,1.007,1290560.7596220002,0,400,129056075.9622,0.7136566855994175,-2,914490.9882000089,0.9753694581280788
XGBoost,1.008,1291867.1758980001,0,401,129186717.5898,0.8156076858359951,-1,1045132.6158000082,0.972972972972973
XGBoost,1.009,1293173.591606,0,401,129317359.1606,0.9175586417466075,-1,1175774.1866000146,0.972972972972973
XGBoost,1.01,1294480.00805247,0,402,129448000.805247,1.0195096552864324,0,1306415.831247002,0.9705882352941176
XGBoost,1.011,1295786.4226146,0,402,129578642.26146,1.121460521774864,0,1437057.2874600142,0.9705882352941176
XGBoost,1.012,1297092.839287,0,402,129709283.92870001,1.2234115529459855,0,1567698.954700023,0.9705882352941176
XGBoost,1.013,1298399.254801,0,401,129839925.4801,1.325362493717086,-1,1698340.5061000139,0.972972972972973
XGBoost,1.014,1299705.669874,0,401,129970566.9874,1.4273134000731158,-1,1828982.0134000033,0.972972972972973
XGBoost,1.015,1301012.0878030001,0,402,130101208.7803,1.5292645293076612,0,1959623.8063000143,0.9705882352941176
XGBoost,1.016,1302318.5027410001,0,401,130231850.2741,1.631215425128496,-1,2090265.3001000136,0.972972972972973
XGBoost,1.017,1303624.917425,0,401,130362491.74249999,1.7331663011274978,-1,2220906.7685000002,0.972972972972973
XGBoost,1.018,1304931.334629,0,395,130493133.46290001,1.8351173737839455,-7,2351548.4889000207,0.9776674937965261
XGBoost,1.019,1306237.748801,0,395,130623774.88010001,1.937068209827153,-7,2482189.90610002,0.9776674937965261
XGBoost,1.02,1307544.166823,0,395,130754416.6823,2.0390193463192707,-7,2612831.7083000094,0.9776674937965261
XGBoost,1.021,1308850.5815460002,0,395,130885058.1546,2.1409702253617935,-7,2743473.1806000024,0.9776674937965261
XGBoost,1.022,1310156.998098,0,395,131015699.8098,2.242921247137031,-7,2874114.835800007,0.9776674937965261
XGBoost,1.023,1311463.41338,0,395,131146341.338,2.3448721698031694,-7,3004756.3640000075,0.9776674937965261
XGBoost,1.024,1312769.8290420002,0,395,131276982.90419999,2.446823122124009,-7,3135397.9301999956,0.9776674937965261
XGBoost,1.025,1314076.2442339999,0,395,131407624.42339998,2.5487740377666324,-7,3266039.449399993,0.9776674937965261
XGBoost,1.026,1315382.659926,0,395,131538265.9926,2.6507249924286436,-7,3396681.018600002,0.9776674937965261
XGBoost,1.027,1316689.077058,0,395,131668907.7058,2.7526760594663413,-7,3527322.731800005,0.9776674937965261
XGBoost,1.028,1317995.4940050002,0,396,131799549.4005,2.8546271120668765,-6,3657964.4265000075,0.9752475247524752
XGBoost,1.029,1319301.908952,0,395,131930190.89519998,2.9565780085900384,-7,3788605.9211999923,0.9776674937965261
XGBoost,1.03,1320608.324864,0,395,132060832.48640001,3.0585289804205384,-7,3919247.512400016,0.9776674937965261
XGBoost,1.031,1321914.74039,0,395,132191474.039,3.160479922128112,-7,4049889.0650000125,0.9776674937965261
XGBoost,1.032,1323221.1554800002,0,395,132322115.548,3.262430829810836,-7,4180530.574000001,0.9776674937965261
XGBoost,1.033,1324527.57233,0,395,132452757.233,3.3643818748416043,-7,4311172.259000003,0.9776674937965261
XGBoost,1.034,1325833.98811,0,395,132583398.811,3.466332836370989,-7,4441813.837000012,0.9776674937965261
XGBoost,1.035,1327140.40435,0,395,132714040.435,3.5682838337981693,-7,4572455.46100001,0.9776674937965261
XGBoost,1.036,1328446.81856,0,395,132844681.85599999,3.670234672806849,-7,4703096.881999999,0.9776674937965261
XGBoost,1.037,1329753.23551,0,395,132975323.551,3.772185725641508,-7,4833738.577000007,0.9776674937965261
XGBoost,1.038,1331059.65173,0,395,133105965.17300001,3.8741367215079148,-7,4964380.199000016,0.9776674937965261
XGBoost,1.039,1332366.06695,0,395,133236606.69500001,3.976087639335635,-7,5095021.721000016,0.9776674937965261
XGBoost,1.04,1333672.4816700001,0,395,133367248.16700001,4.078038518144056,-7,5225663.193000019,0.9776674937965261
XGBoost,1.041,1334978.8990000002,0,395,133497889.89999999,4.179989600633416,-7,5356304.925999999,0.9776674937965261
XGBoost,1.042,1336285.3144399999,0,395,133628531.444,4.281940535629625,-7,5486946.470000014,0.9776674937965261
XGBoost,1.043,1337591.73022,0,395,133759173.022,4.3838914971590315,-7,5617588.048000008,0.9776674937965261
XGBoost,1.044,1338898.14695,0,395,133889814.695,4.485842532825179,-7,5748229.721000001,0.9776674937965261
XGBoost,1.045,1340204.56219,0,395,134020456.21899998,4.587793452213673,-7,5878871.24499999,0.9776674937965261
XGBoost,1.046,1341510.9775300003,0,395,134151097.75299999,4.68974437940608,-7,6009512.778999999,0.9776674937965261
XGBoost,1.047,1342817.3934300002,0,395,134281739.343,4.791695350300107,-7,6140154.369000003,0.9776674937965261
XGBoost,1.048,1344123.81005,0,395,134412381.005,4.893646377381988,-7,6270796.031000003,0.9776674937965261
XGBoost,1.049,1345430.22481,0,395,134543022.481,4.995597259311935,-7,6401437.507000014,0.9776674937965261
XGBoost,1.05,1346736.64158,0,395,134673664.158,5.097548298099608,-7,6532079.184,0.9776674937965261
XGBoost,1.051,1348043.0570099999,0,395,134804305.701,5.199499232315463,-7,6662720.727000013,0.9776674937965261
XGBoost,1.052,1349349.47296,0,395,134934947.296,5.3014502071114356,-7,6793362.322000012,0.9776674937965261
XGBoost,1.053,1350655.88955,0,395,135065588.95499998,5.403401231852167,-7,6924003.980999991,0.9776674937965261
XGBoost,1.054,1351962.3048999999,0,395,135196230.49,5.5053521598249056,-7,7054645.5160000175,0.9776674937965261
XGBoost,1.055,1353268.7203700002,0,395,135326872.037,5.607303097162353,-7,7185287.063000008,0.9776674937965261
XGBoost,1.056,1354575.1371900002,0,395,135457513.719,5.709254139851971,-7,7315928.74500002,0.9776674937965261
XGBoost,1.057,1355881.55193,0,395,135588155.19300002,5.811205020221122,-7,7446570.219000027,0.9776674937965261
XGBoost,1.058,1357187.96808,0,395,135718796.80799997,5.9131560106248315,-7,7577211.8339999765,0.9776674937965261
XGBoost,1.059,1358494.38363,0,395,135849438.363,6.015106954205329,-7,7707853.3890000135,0.9776674937965261
XGBoost,1.06,1359800.7991600002,0,396,135980079.916,6.1170578962250755,-6,7838494.942000017,0.9752475247524752
XGBoost,1.061,1361107.2154,0,396,136110721.54000002,6.219008893652256,-6,7969136.566000029,0.9752475247524752
XGBoost,1.062,1362413.6316799999,0,396,136241363.16799998,6.3209598942009615,-6,8099778.193999991,0.9752475247524752
XGBoost,1.063,1363720.04824,0,396,136372004.824,6.422910916600544,-6,8230419.850000009,0.9752475247524752
XGBoost,1.064,1365026.46389,0,396,136502646.389,6.52486186798491,-6,8361061.415000007,0.9752475247524752
XGBoost,1.065,1366332.8799200002,0,396,136633287.99199998,6.6268128490239775,-6,8491703.017999992,0.9752475247524752
XGBoost,1.066,1367639.29558,0,396,136763929.55799997,6.72876380118872,-6,8622344.583999977,0.9752475247524752
XGBoost,1.067,1368945.70999,0,396,136894570.999,6.830714655805115,-6,8752986.02500002,0.9752475247524752
XGBoost,1.068,1370252.1270400002,0,396,137025212.704,6.9326657164436645,-6,8883627.730000004,0.9752475247524752
XGBoost,1.069,1371558.543,0,396,137155854.3,7.034616692020013,-6,9014269.32600002,0.9752475247524752
XGBoost,1.07,1372864.95785,0,396,137286495.785,7.13656758097343,-6,9144910.811000004,0.9752475247524752
XGBoost,1.071,1374171.37401,0,396,137417137.401,7.238518572157515,-6,9275552.427000001,0.9752475247524752
XGBoost,1.072,1375477.78957,0,396,137547778.95700002,7.340469516518411,-6,9406193.983000025,0.9752475247524752
XGBoost,1.073,1376784.20619,0,396,137678420.61900002,7.442420543600292,-6,9536835.645000026,0.9752475247524752
XGBoost,1.074,1378090.62156,0,396,137809062.15600002,7.5443714731338485,-6,9667477.182000026,0.9752475247524752
XGBoost,1.075,1379397.03668,0,396,137939703.66799998,7.6463223831577,-6,9798118.69399999,0.9752475247524752
XGBoost,1.076,1380703.45335,0,396,138070345.33499998,7.748273414141527,-6,9928760.360999987,0.9752475247524752
XGBoost,1.077,1382009.87017,0,396,138200987.01700002,7.850224456831145,-6,10059402.043000028,0.9752475247524752
XGBoost,1.078,1383316.28465,0,396,138331628.465,7.952175316910259,-6,10190043.491000012,0.9752475247524752
XGBoost,1.079,1384622.70118,0,396,138462270.118,8.05412633696867,-6,10320685.144000009,0.9752475247524752
XGBoost,1.08,1385929.11733,0,396,138592911.733,8.156077327372358,-6,10451326.759000018,0.9752475247524752
XGBoost,1.081,1387235.53338,0,396,138723553.338,8.258028309972198,-6,10581968.364000008,0.9752475247524752
XGBoost,1.082,1388541.9484200003,0,396,138854194.842,8.359979213753,-6,10712609.868000016,0.9752475247524752
XGBoost,1.083,1389848.36478,0,396,138984836.478,8.4619302205448,-6,10843251.503999993,0.9752475247524752
XGBoost,1.084,1391154.78101,0,396,139115478.101,8.563881217191604,-6,10973893.127000019,0.9752475247524752
XGBoost,1.085,1392461.19649,0,396,139246119.649,8.665832155309383,-6,11104534.674999997,0.9752475247524752
XGBoost,1.086,1393767.6118,0,396,139376761.18,8.76778308016062,-6,11235176.206000015,0.9752475247524752
XGBoost,1.087,1395074.02816,0,396,139507402.81599998,8.869734086952441,-6,11365817.841999993,0.9752475247524752
XGBoost,1.088,1396380.44313,0,396,139638044.313,8.9716849852705,-6,11496459.339000002,0.9752475247524752
XGBoost,1.089,1397686.85866,0,396,139768685.866,9.073635927290225,-6,11627100.892000005,0.9752475247524752
XGBoost,1.09,1398993.27581,0,396,139899327.581,9.17558699573262,-6,11757742.607000008,0.9752475247524752
XGBoost,1.091,1400299.6908800001,0,396,140029969.088,9.277537901854549,-6,11888384.114000008,0.9752475247524752
XGBoost,1.092,1401606.10769,0,396,140160610.769,9.37948894376377,-6,12019025.795000002,0.9752475247524752
XGBoost,1.093,1402912.5223,0,396,140291252.23000002,9.481439813987924,-6,12149667.256000027,0.9752475247524752
XGBoost,1.094,1404218.93849,0,396,140421893.84899998,9.583390807513181,-6,12280308.874999985,0.9752475247524752
XGBoost,1.095,1405525.35375,0,396,140552535.375,9.685341728462472,-6,12410950.401000008,0.9752475247524752
XGBoost,1.096,1406831.77104,0,396,140683177.10399997,9.787292807830262,-6,12541592.12999998,0.9752475247524752
XGBoost,1.097,1408138.18545,0,396,140813818.54500002,9.889243662446656,-6,12672233.571000025,0.9752475247524752
XGBoost,1.098,1409444.6020499999,0,396,140944460.20499998,9.991194687967763,-6,12802875.230999991,0.9752475247524752
XGBoost,1.099,1410751.01657,0,396,141075101.657,10.093145551168426,-6,12933516.683000013,0.9752475247524752
XGBoost,1.1,1412057.43411,0,396,141205743.411,10.195096650045897,-6,13064158.437000021,0.9752475247524752
